Training: 2023-12-28 00:21:17,101-rank_id: 0
Training: 2023-12-28 05:25:51,415-Speed 798.10 samples/sec   Loss 5.1449   LearningRate 0.001250   Epoch: 2   Global Step: 113470   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:53,068-Speed 774.90 samples/sec   Loss 6.0352   LearningRate 0.001250   Epoch: 2   Global Step: 113480   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:54,672-Speed 798.23 samples/sec   Loss 5.3646   LearningRate 0.001250   Epoch: 2   Global Step: 113490   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:56,270-Speed 801.55 samples/sec   Loss 5.2689   LearningRate 0.001250   Epoch: 2   Global Step: 113500   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:57,872-Speed 798.51 samples/sec   Loss 5.0544   LearningRate 0.001250   Epoch: 2   Global Step: 113510   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:59,477-Speed 798.34 samples/sec   Loss 5.7477   LearningRate 0.001250   Epoch: 2   Global Step: 113520   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:01,080-Speed 798.89 samples/sec   Loss 5.4320   LearningRate 0.001250   Epoch: 2   Global Step: 113530   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:02,685-Speed 797.78 samples/sec   Loss 5.3990   LearningRate 0.001250   Epoch: 2   Global Step: 113540   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:04,288-Speed 798.35 samples/sec   Loss 5.3282   LearningRate 0.001250   Epoch: 2   Global Step: 113550   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:05,892-Speed 797.76 samples/sec   Loss 5.1517   LearningRate 0.001250   Epoch: 2   Global Step: 113560   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:07,496-Speed 798.71 samples/sec   Loss 5.4833   LearningRate 0.001250   Epoch: 2   Global Step: 113570   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:09,101-Speed 797.66 samples/sec   Loss 5.3446   LearningRate 0.001250   Epoch: 2   Global Step: 113580   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:10,705-Speed 797.93 samples/sec   Loss 4.9682   LearningRate 0.001250   Epoch: 2   Global Step: 113590   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:12,310-Speed 797.28 samples/sec   Loss 5.3846   LearningRate 0.001250   Epoch: 2   Global Step: 113600   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:13,907-Speed 801.54 samples/sec   Loss 5.3587   LearningRate 0.001250   Epoch: 2   Global Step: 113610   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:15,512-Speed 798.14 samples/sec   Loss 5.8768   LearningRate 0.001250   Epoch: 2   Global Step: 113620   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:17,116-Speed 798.13 samples/sec   Loss 5.5732   LearningRate 0.001250   Epoch: 2   Global Step: 113630   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:18,720-Speed 798.35 samples/sec   Loss 5.3190   LearningRate 0.001250   Epoch: 2   Global Step: 113640   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:20,325-Speed 797.40 samples/sec   Loss 5.3685   LearningRate 0.001250   Epoch: 2   Global Step: 113650   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:21,931-Speed 797.48 samples/sec   Loss 5.4890   LearningRate 0.001250   Epoch: 2   Global Step: 113660   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:23,535-Speed 797.90 samples/sec   Loss 5.6729   LearningRate 0.001250   Epoch: 2   Global Step: 113670   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:25,139-Speed 798.09 samples/sec   Loss 5.5748   LearningRate 0.001250   Epoch: 2   Global Step: 113680   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:26,744-Speed 798.01 samples/sec   Loss 5.5625   LearningRate 0.001250   Epoch: 2   Global Step: 113690   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:28,349-Speed 797.82 samples/sec   Loss 5.1499   LearningRate 0.001250   Epoch: 2   Global Step: 113700   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:29,952-Speed 798.12 samples/sec   Loss 5.1923   LearningRate 0.001250   Epoch: 2   Global Step: 113710   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:31,557-Speed 797.99 samples/sec   Loss 5.8891   LearningRate 0.001250   Epoch: 2   Global Step: 113720   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:33,215-Speed 772.35 samples/sec   Loss 5.6543   LearningRate 0.001250   Epoch: 2   Global Step: 113730   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:34,818-Speed 798.55 samples/sec   Loss 5.1842   LearningRate 0.001250   Epoch: 2   Global Step: 113740   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:36,421-Speed 798.18 samples/sec   Loss 5.4768   LearningRate 0.001250   Epoch: 2   Global Step: 113750   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:38,026-Speed 798.33 samples/sec   Loss 5.5508   LearningRate 0.001250   Epoch: 2   Global Step: 113760   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:39,630-Speed 797.77 samples/sec   Loss 5.4564   LearningRate 0.001250   Epoch: 2   Global Step: 113770   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:41,233-Speed 798.58 samples/sec   Loss 5.4432   LearningRate 0.001250   Epoch: 2   Global Step: 113780   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:42,837-Speed 798.19 samples/sec   Loss 5.0921   LearningRate 0.001250   Epoch: 2   Global Step: 113790   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:44,441-Speed 798.26 samples/sec   Loss 5.5662   LearningRate 0.001250   Epoch: 2   Global Step: 113800   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:46,047-Speed 797.64 samples/sec   Loss 5.6119   LearningRate 0.001250   Epoch: 2   Global Step: 113810   Fp16 Grad Scale: 262144   Required: 4 hours
Training: 2023-12-28 05:26:47,644-Speed 801.37 samples/sec   Loss 5.6257   LearningRate 0.001250   Epoch: 2   Global Step: 113820   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:26:49,241-Speed 801.45 samples/sec   Loss 5.4880   LearningRate 0.001250   Epoch: 2   Global Step: 113830   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:50,845-Speed 798.15 samples/sec   Loss 5.6604   LearningRate 0.001250   Epoch: 2   Global Step: 113840   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:52,449-Speed 797.73 samples/sec   Loss 5.2980   LearningRate 0.001250   Epoch: 2   Global Step: 113850   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:54,053-Speed 798.02 samples/sec   Loss 5.1737   LearningRate 0.001250   Epoch: 2   Global Step: 113860   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:55,658-Speed 798.59 samples/sec   Loss 4.9279   LearningRate 0.001250   Epoch: 2   Global Step: 113870   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:57,261-Speed 799.29 samples/sec   Loss 5.4386   LearningRate 0.001250   Epoch: 2   Global Step: 113880   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:26:58,864-Speed 798.71 samples/sec   Loss 5.7074   LearningRate 0.001250   Epoch: 2   Global Step: 113890   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:00,468-Speed 798.00 samples/sec   Loss 5.6584   LearningRate 0.001250   Epoch: 2   Global Step: 113900   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:02,073-Speed 797.38 samples/sec   Loss 5.3915   LearningRate 0.001250   Epoch: 2   Global Step: 113910   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:03,677-Speed 798.24 samples/sec   Loss 5.4236   LearningRate 0.001250   Epoch: 2   Global Step: 113920   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:05,281-Speed 798.52 samples/sec   Loss 5.7478   LearningRate 0.001250   Epoch: 2   Global Step: 113930   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:06,885-Speed 798.38 samples/sec   Loss 5.1532   LearningRate 0.001250   Epoch: 2   Global Step: 113940   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:08,488-Speed 798.50 samples/sec   Loss 5.3926   LearningRate 0.001250   Epoch: 2   Global Step: 113950   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:10,091-Speed 798.74 samples/sec   Loss 5.6557   LearningRate 0.001250   Epoch: 2   Global Step: 113960   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:11,696-Speed 797.81 samples/sec   Loss 5.8524   LearningRate 0.001250   Epoch: 2   Global Step: 113970   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:13,299-Speed 798.69 samples/sec   Loss 5.2828   LearningRate 0.001250   Epoch: 2   Global Step: 113980   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:14,903-Speed 797.88 samples/sec   Loss 5.7816   LearningRate 0.001250   Epoch: 2   Global Step: 113990   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:16,507-Speed 797.98 samples/sec   Loss 5.3250   LearningRate 0.001250   Epoch: 2   Global Step: 114000   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:18,110-Speed 798.43 samples/sec   Loss 5.3100   LearningRate 0.001250   Epoch: 2   Global Step: 114010   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:19,715-Speed 798.09 samples/sec   Loss 4.8001   LearningRate 0.001250   Epoch: 2   Global Step: 114020   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:27:21,315-Speed 800.19 samples/sec   Loss 5.3109   LearningRate 0.001250   Epoch: 2   Global Step: 114030   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:22,918-Speed 798.18 samples/sec   Loss 5.4582   LearningRate 0.001250   Epoch: 2   Global Step: 114040   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:24,522-Speed 798.05 samples/sec   Loss 5.5549   LearningRate 0.001250   Epoch: 2   Global Step: 114050   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:26,129-Speed 797.29 samples/sec   Loss 5.1131   LearningRate 0.001250   Epoch: 2   Global Step: 114060   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:27,733-Speed 798.40 samples/sec   Loss 5.1949   LearningRate 0.001250   Epoch: 2   Global Step: 114070   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:29,331-Speed 801.37 samples/sec   Loss 6.0614   LearningRate 0.001250   Epoch: 2   Global Step: 114080   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:30,936-Speed 797.89 samples/sec   Loss 5.3675   LearningRate 0.001250   Epoch: 2   Global Step: 114090   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:32,539-Speed 798.81 samples/sec   Loss 5.6741   LearningRate 0.001250   Epoch: 2   Global Step: 114100   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:34,143-Speed 797.92 samples/sec   Loss 5.4467   LearningRate 0.001250   Epoch: 2   Global Step: 114110   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:35,745-Speed 798.76 samples/sec   Loss 5.2422   LearningRate 0.001250   Epoch: 2   Global Step: 114120   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:37,350-Speed 798.28 samples/sec   Loss 5.3579   LearningRate 0.001250   Epoch: 2   Global Step: 114130   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:38,954-Speed 798.44 samples/sec   Loss 5.4818   LearningRate 0.001250   Epoch: 2   Global Step: 114140   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:40,559-Speed 798.08 samples/sec   Loss 5.6971   LearningRate 0.001250   Epoch: 2   Global Step: 114150   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:42,162-Speed 798.44 samples/sec   Loss 5.1222   LearningRate 0.001250   Epoch: 2   Global Step: 114160   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:43,767-Speed 798.21 samples/sec   Loss 5.6996   LearningRate 0.001250   Epoch: 2   Global Step: 114170   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-12-28 05:27:45,424-Speed 772.71 samples/sec   Loss 5.4105   LearningRate 0.001250   Epoch: 2   Global Step: 114180   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:47,028-Speed 797.79 samples/sec   Loss 5.0441   LearningRate 0.001250   Epoch: 2   Global Step: 114190   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:48,632-Speed 798.43 samples/sec   Loss 5.3658   LearningRate 0.001250   Epoch: 2   Global Step: 114200   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:50,234-Speed 798.66 samples/sec   Loss 5.1425   LearningRate 0.001250   Epoch: 2   Global Step: 114210   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:51,839-Speed 798.22 samples/sec   Loss 5.6162   LearningRate 0.001250   Epoch: 2   Global Step: 114220   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:53,444-Speed 798.15 samples/sec   Loss 5.3809   LearningRate 0.001250   Epoch: 2   Global Step: 114230   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:55,046-Speed 798.52 samples/sec   Loss 4.9380   LearningRate 0.001250   Epoch: 2   Global Step: 114240   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:56,650-Speed 798.71 samples/sec   Loss 5.3295   LearningRate 0.001250   Epoch: 2   Global Step: 114250   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:58,256-Speed 796.96 samples/sec   Loss 5.3549   LearningRate 0.001250   Epoch: 2   Global Step: 114260   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:27:59,860-Speed 797.89 samples/sec   Loss 5.8078   LearningRate 0.001250   Epoch: 2   Global Step: 114270   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:01,465-Speed 797.60 samples/sec   Loss 5.2525   LearningRate 0.001250   Epoch: 2   Global Step: 114280   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:03,070-Speed 798.28 samples/sec   Loss 5.2487   LearningRate 0.001250   Epoch: 2   Global Step: 114290   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:04,676-Speed 796.99 samples/sec   Loss 5.2298   LearningRate 0.001250   Epoch: 2   Global Step: 114300   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:06,282-Speed 796.94 samples/sec   Loss 5.1600   LearningRate 0.001250   Epoch: 2   Global Step: 114310   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:07,890-Speed 796.58 samples/sec   Loss 5.2490   LearningRate 0.001250   Epoch: 2   Global Step: 114320   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:09,495-Speed 797.26 samples/sec   Loss 4.8196   LearningRate 0.001250   Epoch: 2   Global Step: 114330   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:11,099-Speed 798.19 samples/sec   Loss 5.2442   LearningRate 0.001250   Epoch: 2   Global Step: 114340   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:12,704-Speed 797.68 samples/sec   Loss 5.3350   LearningRate 0.001250   Epoch: 2   Global Step: 114350   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:14,310-Speed 797.39 samples/sec   Loss 5.2187   LearningRate 0.001250   Epoch: 2   Global Step: 114360   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:15,916-Speed 797.09 samples/sec   Loss 5.5942   LearningRate 0.001250   Epoch: 2   Global Step: 114370   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:17,516-Speed 800.36 samples/sec   Loss 5.0413   LearningRate 0.001250   Epoch: 2   Global Step: 114380   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:19,121-Speed 797.55 samples/sec   Loss 5.7990   LearningRate 0.001250   Epoch: 2   Global Step: 114390   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:20,727-Speed 797.85 samples/sec   Loss 5.3949   LearningRate 0.001250   Epoch: 2   Global Step: 114400   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:22,331-Speed 798.26 samples/sec   Loss 5.3147   LearningRate 0.001250   Epoch: 2   Global Step: 114410   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:23,976-Speed 778.14 samples/sec   Loss 5.2161   LearningRate 0.001250   Epoch: 2   Global Step: 114420   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:25,582-Speed 796.92 samples/sec   Loss 6.0297   LearningRate 0.001250   Epoch: 2   Global Step: 114430   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:27,188-Speed 797.49 samples/sec   Loss 5.1807   LearningRate 0.001250   Epoch: 2   Global Step: 114440   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:28,791-Speed 798.45 samples/sec   Loss 5.4814   LearningRate 0.001250   Epoch: 2   Global Step: 114450   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:30,395-Speed 797.74 samples/sec   Loss 5.0332   LearningRate 0.001250   Epoch: 2   Global Step: 114460   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:32,000-Speed 797.49 samples/sec   Loss 5.4411   LearningRate 0.001250   Epoch: 2   Global Step: 114470   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:33,604-Speed 798.51 samples/sec   Loss 5.1664   LearningRate 0.001250   Epoch: 2   Global Step: 114480   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:35,208-Speed 798.73 samples/sec   Loss 5.7637   LearningRate 0.001250   Epoch: 2   Global Step: 114490   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:36,812-Speed 798.06 samples/sec   Loss 5.3395   LearningRate 0.001250   Epoch: 2   Global Step: 114500   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:38,417-Speed 798.13 samples/sec   Loss 5.2796   LearningRate 0.001250   Epoch: 2   Global Step: 114510   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:28:40,021-Speed 797.79 samples/sec   Loss 5.4143   LearningRate 0.001250   Epoch: 2   Global Step: 114520   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:41,625-Speed 798.62 samples/sec   Loss 5.2959   LearningRate 0.001250   Epoch: 2   Global Step: 114530   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:43,229-Speed 797.93 samples/sec   Loss 4.9633   LearningRate 0.001250   Epoch: 2   Global Step: 114540   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:44,832-Speed 798.47 samples/sec   Loss 5.3224   LearningRate 0.001250   Epoch: 2   Global Step: 114550   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:28:46,431-Speed 801.11 samples/sec   Loss 5.4240   LearningRate 0.001250   Epoch: 2   Global Step: 114560   Fp16 Grad Scale: 65536   Required: 4 hours
